Quantum,Média de Instruções,Média de trocas,Total de Instruções Executada,
1;1.0;5.5;139;
2;1.759493670886076;4.6;139;
3;2.3559322033898304;4.3;139;
4;2.673076923076923;4.2;139;
5;3.159090909090909;3.7;139;
6;3.3902439024390243;3.6;139;
7;3.6578947368421053;3.5;139;
8;3.6578947368421053;3.5;139;
9;3.7567567567567566;3.5;139;
10;3.7567567567567566;3.5;139;
11;3.9714285714285715;3.5;139;
12;3.9714285714285715;3.5;139;
13;3.9714285714285715;3.5;139;
14;4.088235294117647;3.4;139;
15;4.088235294117647;3.4;139;
16;4.088235294117647;3.4;139;
17;4.088235294117647;3.4;139;
18;4.088235294117647;3.4;139;
19;4.088235294117647;3.4;139;
20;4.088235294117647;3.4;139;
21;4.212121212121212;3.3;139;
22;4.212121212121212;3.3;139;
1;0.8424242424242424;5.5;139;
2;1.1982758620689655;4.6;139;
3;1.3113207547169812;4.3;139;
4;1.3627450980392157;4.2;139;
5;1.6352941176470588;3.7;139;
6;1.6162790697674418;3.6;139;
7;1.6951219512195121;3.5;139;
8;1.6951219512195121;3.5;139;
9;1.6951219512195121;3.5;139;
10;1.6951219512195121;3.5;139;
11;1.6951219512195121;3.5;139;
12;1.6951219512195121;3.5;139;
13;1.6951219512195121;3.5;139;
14;1.7375;3.4;139;
15;1.7375;3.4;139;
16;1.7375;3.4;139;
17;1.7375;3.4;139;
18;1.7375;3.4;139;
19;1.7375;3.4;139;
20;1.7375;3.4;139;
21;1.7820512820512822;3.3;139;
22;1.7820512820512822;3.3;139;
1;0.8424242424242424;5.5;139;
2;1.1982758620689655;4.6;139;
3;1.3113207547169812;4.3;139;
4;1.3627450980392157;4.2;139;
5;1.6352941176470588;3.7;139;
6;1.6162790697674418;3.6;139;
7;1.6951219512195121;3.5;139;
8;1.6951219512195121;3.5;139;
9;1.6951219512195121;3.5;139;
10;1.6951219512195121;3.5;139;
11;1.6951219512195121;3.5;139;
12;1.6951219512195121;3.5;139;
13;1.6951219512195121;3.5;139;
14;1.7375;3.4;139;
15;1.7375;3.4;139;
16;1.7375;3.4;139;
17;1.7375;3.4;139;
18;1.7375;3.4;139;
19;1.7375;3.4;139;
20;1.7375;3.4;139;
21;1.7820512820512822;3.3;139;
22;1.7820512820512822;3.3;139;
1;0.8424242424242424;5.5;139;
2;1.1982758620689655;4.6;139;
3;1.3113207547169812;4.3;139;
4;1.3627450980392157;4.2;139;
5;1.6352941176470588;3.7;139;
6;1.6162790697674418;3.6;139;
7;1.6951219512195121;3.5;139;
8;1.6951219512195121;3.5;139;
9;1.6951219512195121;3.5;139;
10;1.6951219512195121;3.5;139;
11;1.6951219512195121;3.5;139;
12;1.6951219512195121;3.5;139;
13;1.6951219512195121;3.5;139;
14;1.7375;3.4;139;
15;1.7375;3.4;139;
16;1.7375;3.4;139;
17;1.7375;3.4;139;
18;1.7375;3.4;139;
19;1.7375;3.4;139;
20;1.7375;3.4;139;
21;1.7820512820512822;3.3;139;
22;1.7820512820512822;3.3;139;
1;0.8424242424242424;5.5;139;
2;1.1982758620689655;4.6;139;
3;1.3113207547169812;4.3;139;
4;1.3627450980392157;4.2;139;
5;1.6352941176470588;3.7;139;
6;1.6162790697674418;3.6;139;
7;1.6951219512195121;3.5;139;
8;1.6951219512195121;3.5;139;
9;1.6951219512195121;3.5;139;
10;1.6951219512195121;3.5;139;
11;1.6951219512195121;3.5;139;
12;1.6951219512195121;3.5;139;
13;1.6951219512195121;3.5;139;
14;1.7375;3.4;139;
15;1.7375;3.4;139;
16;1.7375;3.4;139;
17;1.7375;3.4;139;
18;1.7375;3.4;139;
19;1.7375;3.4;139;
20;1.7375;3.4;139;
21;1.7820512820512822;3.3;139;
22;1.7820512820512822;3.3;139;
